representative	grouped_terms	genes
axon development	axon development;axonogenesis	Usp9x;Igf1r;L1cam;Disc1;Ccr5;Llgl1;Tnc;Kif5b;Hdac6;Notch1;Fgfr3;Dscam;Gata3;Smurf1;Stxbp5;Diaph2;Dclk1;Numbl;Dynlt1b;Afg3l2;Jak2;Lmtk2;Dynlt1c;Nefh;Nrp1;Kif13b;Lpar3;Ttc3;Ank3;Ptk2;Atl1;Fgfr2;Gsk3b;Plxna4;Itga4;Lamb2;Sema4a;B4galt5;Dst;Zfyve27;Lmo4;Ngf;Cacna1f;Edn1;C9orf72;Sema6b;Cacna1a;Rufy3;Olfm1;Raph1;Pum2;Alcam;Apbb2;Braf;Evl;Anapc2;Chl1;Vash2;Kif5c;Lrrc4c;Reln;Efnb1;Brsk1;Lgr4;Syngap1;Sema3b;Jun;Lama5;Folr1;Sema4b;Xylt1;Ifrd1;B3gnt2;Kel;Ptch1;Chrnb2;Foxp1;Cdk5r1;Cd2ap;Rtn4rl1;Slit1;Kif5a;Tbc1d24;Slit2;Dscaml1;Scarf1;Efna1;Lama2;Epb41l3;Cdh2;Artn;Trak2;Prickle1;Golga4;Trak1;Dock7;Ptprs;Kifbp;Lrig2;Ist1;Ntrk3;Rab3a;Atp8a2;Cdh4;Adcy10;Plxnd1;Cdk5;Fignl2;Megf9;Bcl11a;Epha7;Cxcr4;Ednra;Arhgap32;Ulk1;Numb;Enpp1;Ext1;Usp33;Kalrn;Ilk;Creb1;Dnm2;Spg11;Zdhhc17;Nrep;Nrn1;Szt2;Pip5k1c;Mapt;Apc;Sema6d;Tbce;Klf7;Dynlt1a;Trio;Arhgef25;Tctn1;Dip2b;Mapk8ip3;Zeb2;Agrn;Dvl1;Sema6a;Lrp4;Sptbn4;Stxbp1;Prkg1;Ep300;Top2b;Abl1;Arhgap4;Taok2;Plxnb2;Macf1;Vegfa;Mark2;Stk25;Gdi1;Mycbp2;Clasp2;Npr2;Als2;Zpr1
L-amino acid catabolic process	L-amino acid catabolic process;proteinogenic amino acid catabolic process	Qdpr;Gcat;Aldh4a1;Gcsh;Gstz1;Ddah1;Hgd;Oat;Gls2;Ahcyl;Mat1a;Glud1;Cbs;Got2;Agxt;Thnsl2;Ppat;Gldc;Got1;Nos2;Shmt1
interleukin-1 beta production	interleukin-1 beta production;interleukin-1 production;regulation of interleukin-1 production;regulation of interleukin-1 beta production	Ifi208;Casp4;Il1b;Ifi211;Errfi1;Hmgb1;F2rl1;Ifi213;Tnf;Rad21;Ghrl;Smad3;Nlrp3;Hk1;Lilrb4a;Gstp3;Malt1;Ccr5;Ifi209;Lilra5;Jak2;Ccl3;Pycard;Ccl19;Tlr6;Acp5;Ifi204;Apoa1;Casp1;Cx3cr1;Rela;Sphk1;S1pr3;Ifnar1;Zc3h12a;Sirpa;Foxp1;Arrb2;Aim2;Ifi203;Git1;Trem2;Tmem106a;Nod2;P2rx7;Stmp1;Ifi207;Naip5;Ripk2;Nlrp1b;Hspb1;Ager;Casp8;Ifi203-ps;Nlrp6;Egr1;Serpinb1b;Mndal;Ccn1;Ptger4;Nlrp12;Havcr2;Hdac2;Nr1h4;Hdac3;Il1r2
cellular response to nutrient levels	cellular response to nutrient levels;cellular response to extracellular stimulus	Rnf167;Mfsd2a;Stk26;Sesn1;Sirt1;Pdk2;Tbl2;Acvr2a;Foxo1;Nupr2;Eif2ak4;Pick1;Fes;Jun;Zc3h12a;Folr1;Pik3c2a;Postn;Chka;Wdr45;Foxa2;Kdm6a;Prkch;Tcf7l2;Mtmr3;Ifi203;Trp53;Ncoa1;Wdr59;Kcnb1;Ulk1;Ehmt2;Bmt2;Ifi207;Usp33;Becn1;Impact;Crebbp;Gcgr;Szt2;Ogt;Mybbp1a;Tnrc6a;Tfeb;Nr1h4;Sesn2;Trim24;Pck1;Rnf152;Ppara;Nfe2l2;Rictor;Map3k5;Ep300;Ifi203-ps;Mlxipl;Usf2;Comt;Depdc5;Flcn;Klf10;Fnip1;Mndal;Zfyve1;Pim1;Angptl4;Ppan;Hamp;Plec;P2rx7;Ptprc;Ercc6;Vcam1;Sipa1;Fos
regulation of heterochromatin formation	regulation of heterochromatin formation;regulation of heterochromatin organization	Tasor;Atf7ip;Cdk2;Apobec1;Dyrk1a;Morc2a;Kmt2a;Baz1a;Resf1;Samd1;Phf2
neural tube formation	neural tube formation;primary neural tube formation;neural tube closure;tube closure;embryonic epithelial tube formation;epithelial tube formation;morphogenesis of embryonic epithelium;tube formation	Nodal;Cfl1;Mthfr;Shroom3;Sfrp2;Lmo4;Grhl3;Ski;Adm;Apaf1;Rarg;Bmp5;Fzd1;Folr1;Ptch1;Prickle1;Kdm6a;Map3k7;Cecr2;Scrib;Brd2;Gatad2a;Sec24b;Arid1a;Tgif1;Kat2a;Stil;Rara;Dlc1;Pfn1;Stk4;Deaf1;Dvl3;Sdc4;Tctn1;Brpf1;Zeb2;Rock2;Dvl1;Hectd1;Bmp4;Setd2;Ift172;Specc1l;Med12;Casp8;Abl1;Sufu;Plxnb2;Sall1;Phactr4;Hnf1b;Shank3;Fgfr2;Vegfa;Zfp568;Lama5;Tgfb1i1;Htt;Vegfc;Kdm2b;Atoh8;Bbs4;Notch1;Fzd6;Gata3;Pax8;Bcl2l11
cellular response to peptide	cellular response to peptide;response to peptide;response to peptide hormone	Cfl1;Rps6kb1;Ptk2;Gsk3b;Tlr6;Pid1;Itga4;Trim41;Adrb2;Phip;Col6a1;Edn1;Sh2b2;Pik3ca;Gnas;Arhgef2;Sirt1;Pdk2;Slc25a33;Cacna1a;Foxo1;Insr;Mdm2;Prkcq;Scnn1a;Rb1;Myo5a;Hdac9;Akt3;Rela;Wdtc1;Ncoa2;Bcar1;Cacnb1;C1qtnf12;Stxbp4;Irf1;Inppl1;Ptpn2;Irs1;Map3k7;Gdf15;Jak1;Ptprj;Cdk5;Trp53;Ncoa1;Inpp5k;Ncoa5;Slc2a8;Csk;Trem2;Nod2;Prkci;Ednra;Cpeb2;Hsf1;Csrp3;Enpp1;Sos2;Nfkb1;Cdk2;Prkcb;Gcgr;Grk2;Rps6kb2;Ogt;Ripk2;Apc;Rock1;Mbd5;Atp2b1;Nr1h4;Ager;Adcy6;Rock2;Prkdc;Pck1;Plcb1;Nfe2l2;Socs2;Appl2;Lpin2;Tyk2;Prkcd;Pck2;Zfp592;Car2;Gsk3a;Vcam1;Osbpl8;Zfp36l1;Stat6;Sorbs1;Ankrd26;Cpeb1;Lpin1;Npr2;Irs2;Braf;Cd2ap;Col3a1;Tcf12;Sts;Creb1;Tgfbr3;CYTB;Stat2;Chuk;Sesn2;Plcd1;Ppara;Apoc3;Pld2;Srsf5;Comt;Egr1;Igfbp1;Card9;Fosl2;Nfkbia;Erbin
sterol biosynthetic process	sterol biosynthetic process;cholesterol biosynthetic process;secondary alcohol biosynthetic process	Dhcr24;Ebp;Pmvk;Tm7sf2;Idi1;Ces1e;Fdps;Lipa;Msmo1;Dhcr7;Cyp51;Apob;Fdft1;Fgf1;Ces1g;Cyp7a1;Srebf1;Erg28;Ces1f;Mvk;Cyb5r3;Lbr;Ces1d;Faxdc2;Sc5d;Hmgcs1;Lss;Mvd
peroxisome	peroxisome;microbody	Eci3;Nudt19;Urah;Gstk1;Pxmp2;Idi1-ps1;Hspd1;Tmem135;Trim37;Idi1;Hmgcl;Fdps;Abcd3;Agps;Serhl;Ptgr3;Ehhadh;Ide;Acot8;Agxt;Gnpat;Isoc1;Pex12;Mpv17;Paox;Akap11;Pex7;Prdx1;Arf1;Uox;Pecr;Dhrs7b;Idh1;Pex5;Pex16;Acox2;Mul1;Pex14;Nos2;Mpv17l;Acad11;Dhrs4;Tysnd1;Urad;Idh2;Lonp2;Abcd2;Mvk;Mtarc2;Pik3c3;Slc25a17;Ephx2;Pnpla8;Fndc5;Acsl6;Pex13;Acox1;Mavs;Mff
histone demethylase activity	histone demethylase activity;protein demethylase activity;histone H3 demethylase activity;demethylase activity	Uty;Kdm7a;Kdm5b;Fbxl19;Kdm4b;Kdm5d;Kdm6a;Kdm5a;Kdm3a;Rsbn1;Kdm6b;Kdm4c;Jmjd1c;Kdm3b;Phf2;Cyp1a2;Alkbh2;Cyp3a41a
methylation-dependent protein binding	methylation-dependent protein binding;methylated histone binding	Trp53bp1;Kdm7a;Cxxc1;Suz12;Mtf2;Tdrd3;Ncapg2;Cbx7;Zzz3;Sgf29;Ing4;Ncapd3;Kdm5a;Pwwp2a;Chd1;Atrx;Morc3;Chd8;Kdm4c;Mbtd1;Zmynd8;Zmynd11;Taf1;Kmt2e;Phf1;Setd5;Phf2
carbohydrate homeostasis	carbohydrate homeostasis;glucose homeostasis	Nadk;Pde4c;Baiap3;Rph3al;Sh2b2;Pik3ca;Fosl2;Dmxl2;Sirt1;Pdk2;Prkn;Vsnl1;Cacna1a;Foxo1;G6pc1;Insr;Hnf1a;Crtc2;Tent4b;Ncoa6;Hk3;Sirt6;Ptch1;C1qtnf12;Stxbp4;Slc12a7;Sybu;Tbc1d1;Lrp5;Gckr;Ptpn2;Foxa2;Tcf7l2;Pde1c;Ern1;Aspscr1;Ptprj;Inpp5k;Ncoa5;Trem2;Kcnb1;Zbtb20;Adra1b;Csrp3;Enpp1;Unc13b;Sidt2;Mcu;Gcgr;Grk2;Foxk1;Rab11b;Map4k4;Ogt;Mbd5;Plscr3;Klf7;Ppp1r3g;Nr1h4;Ager;Sesn2;Pck1;Apoc3;Appl2;Foxa1;Pck2;Ucp2;Cdk16;Mlxipl;Vcam1;Hmgn3;Ankrd26;Pim3;Hectd4
protein localization to microtubule organizing center	protein localization to microtubule organizing center;protein localization to centrosome	Disc1;Bbs4;Cep72;Numa1;Pibf1;Gsk3b;Csnk1d;Cep131;Cep192;Rab11a;Mark4;Hook3;Cep83;Htt;Rab11fip3;Nudcd3;Stil;Ccdc14;Pcm1;Apc;Cep250;Cep350;C2cd3;Golgb1
leukocyte activation involved in immune response	leukocyte activation involved in immune response;cell activation involved in immune response	Mfng;Itgb2;Itgb2l;Ly9;Il27ra;Smad7;Itfg2;Clec4d;Ptafr;Paxip1;Kmt5c;Dysf;Gapt;Tsc1;Hmgb1;F2rl1;Atp7a;Itgal;Tnf;Notch2;Dock11;Nlrp3;Plcg2;Lilrb4a;Rorc;Slamf1;Parp3;Bcr;Malt1;Rac2;Slfn2;Ung;Slc11a1;Sh2d1b1;Gata3;Myo1f;Irf8;Pdp2;Shld2;Anxa3;Milr1;Pycard;Ccl19;Icam1;Ifi35;Ptger4;Il23a;Rif1;Spi1;Rabgef1;Plcl2;Abr;Icosl;Sema4a;Nbn;Batf;Atad5;Coro1a;Irf4;Pf4;Il6ra;Supt6;Slamf6;Nsd2;Eif2ak4;Dll1;Trp53bp1;Phf14;Slc18a2;Syk;Fes;Zc3h12a;Nckap1l;Fcer1g;Foxp1;Lat2;Btk;Lef1;Swap70;Dock2;Irf1;Mdk;Stxbp2;Brd4;Nfkbid;Gata1;Cd84;Dock10;Havcr2;Brd2;Trp53;Trem2;Gab2;Cplx2;Sbno2;Enpp1;Ptprc;Gadd45g;Unc13d;Cd28;Rara;Ripk2;Hmox1;Nfkbiz;Kmt5b;Pck1;Rasgrp1;Apbb1ip;Stxbp1;Cd19;Kmt2a;Pld2;Abl1;Ptk2b;Hlx;Lat;Stat6;Otud5;Gbf1
RNA catabolic process	RNA catabolic process;mRNA catabolic process	Cnot3;Rbm38;Taf15;Ago4;Paip1;Dicer1;Exosc7;Larp1;Exosc10;Smg5;Tent2;Elavl4;Tnfrsf1b;Cnot10;Dcp1a;Rbm33;Pnrc1;Elob;Igf2bp1;Cnot2;Khsrp;Pop1;Pcid2;Pum2;Oas2;Exosc2;Tent4b;Angel2;Zc3h18;Samd4;Magoh;Fastkd1;Tnrc6c;Tent5a;Zc3h12a;Skic2;Fxr2;Rnaseh2c;Rbm10;Ikbke;Ang4;Slfn8;Ythdf3;Ddx49;Dna2;Axin2;Fus;Samd4b;Parn;Tardbp;Ssb;Tut7;Dhx36;Pan2;Brf1;Hnrnpd;Smg6;Pym1;Smg7;Sidt2;Upf1;Fastk;Cpeb3;Trir;Apobec1;Rbm46;Tut4;Gigyf2;Rock1;Tent4a;Larp4b;Dxo;Tnrc6a;Igf2bp2;A1cf;Nbas;Rock2;Gtpbp2;Zswim8;Eif4enif1;Zc3h4;Upf3b;Ddx5;Dnd1;Sgms1os1;Rnasel;Tent5c;Smg1;Vegfa;Pcbp4;Zfp36l1;Lsm7;Pan3;Pum1;Patl1;Isg20;Zcchc7;Gtpbp1;Thrap3;Zpr1;Zfp36
transmembrane receptor protein serine/threonine kinase signaling pathway	transmembrane receptor protein serine/threonine kinase signaling pathway;transforming growth factor beta receptor superfamily signaling pathway	Crim1;Lrrc32;Notch2;Pbld2;Elapor2;Smad3;Eng;Tmem100;Acvr1c;Wwtr1;Spred3;Neo1;Usp9x;Atoh8;Fermt2;Brms1;Myocd;Amh;Notch1;Emilin1;Mapk14;Smurf1;Veph1;Rbpms;Gcnt2;Grem2;Jak2;Tgfbr3l;Numa1;Lats1;Zc3h3;Nodal;Hdac1;Ptk2;Trps1;Spi1;Sh2b1;Magi2;Sfrp2;Gdf3;Dcp1a;Vwc2;Id1;Map3k1;Sinhcaf;Chst11;Ski;Sirt1;Acvr2a;Nbl1;Lats2;Onecut2;Bmp5;Ptprk;Bmp2;Fzd1;Spry1;Hivep1;Tnrc6c;Gdf11;Jun;Folr1;Nrros;Pakap;Dab2;Lef1;Slc2a10;Lemd3;Col3a1;Arrb2;Zbtb7a;Tgfb1i1;Sap130;Trim33;Tcf7l2;Map3k7;Gdf15;Ltbp1;Inhba;Trp53;Furin;Lpxn;Acvr1;Tgif1;Ext1;Ilk;Becn1;Creb1;Itga3;Dnm2;Hipk2;Htra3;Crebbp;Tgfbr3;Ctdspl2;Smad1;Nrep;Hdac2;Adamtsl2;Spred2;Zfp451;Ogt;Zeb1;Nfia;Rnf111;Chrd;Rbbp4;Wfikkn1;Onecut1;Zeb2;Arid4a;Zmiz1;Bcl9l;Ppara;Appl2;Bmp4;Smad9;Ddx5;Ep300;Smurf2;Abl1;Flcn;Egr1;Chrdl2;Fos;Ccn1;Arid4b;Ube2o
transaminase activity	transaminase activity;transferase activity, transferring nitrogenous groups	Abat;Gpt;Cisd1;Oat;Gfpt2;Got2;Agxt;Aadat;Etnppl;Tgm2;Got1;Gapdhrt
appendage development	appendage development;limb development;appendage morphogenesis;limb morphogenesis	Dicer1;Acd;Wdr19;Bcl2l11;Ihh;Hdac1;Fgfr2;Reck;Sfrp2;Ttbk2;Col6a1;B4galnt1;Chst11;Gnas;Ski;Med31;Sik3;Pcnt;Hnf1a;Rarg;Tbx4;Bbs7;Large1;B9d1;Ptch1;Zfp219;Lef1;Iqce;Col3a1;Lrp5;Pbx1;Pcsk5;Prickle1;Smoc1;Slc7a11;Hand2;Tbx3;Enpp1;Ext1;Rara;Hdac2;Mbnl1;Dync2h1;Nfia;Pkdcc;Nipbl;Zbtb16;Atrx;Lrp4;C2cd3;Bmp4;Idua;Ift172;Chd7;Bax;Sall1;Pbx2;Npr2
rRNA processing	rRNA processing;rRNA metabolic process	Pes1;Nop53;Eif6;Gar1;Ybey;Rpl5;Dkc1;Rrp15;Tsr1;Snu13;Rexo4;Tsr2;Ddx54;Mrm2;Rpl10a;Mrpl44;Exosc9;Brix1;Rpl7l1;Utp4;Nsa2;Nop14;Mettl16;Rpp30;Rpusd2;Utp23;Wdr12;Ftsj3;Nol9;Rps6-ps4;Pih1d2;Pwp1;Rpl7;Rps16;Nol7;Dcaf13;Rrp12;Rpl11;Rps21;Nifk;Eri1;Rrs1;Cdkn2a;Rps7;Ythdf2;Pwp2;Znhit3;Rpl7a;Abt1;C1d;Krr1;Rps24;Wdr36;Rps19;Utp6;Nhp2;Pelp1;Rbm34;Bop1;Rpusd4;Mrto4;Rrp7a;Ddx10;Pa2g4;Rsl1d1;Bysl;Wdr46;Utp20;Imp4;Trmt2b;Mettl18;Exosc1;Fbl;Nop10;Mtrex;Heatr1;Wdr74;Rpf2;Macroh2a1;Spin1;Slfn9;Taf1b;Ippk;Polr1f;Polr1d;Smarcb1
response to extracellular stimulus	response to extracellular stimulus;response to nutrient levels	Mapk14;Bbs2;Suv39h1;Rptor;Slc2a2;Cpeb4;Gcn1;Axl;Rmi1;Larp1;Rps6kb1;Wrn;Itga4;Sfrp2;Gdf3;Ifi204;Adrb2;Col6a1;Rnf167;Mfsd2a;Ppan;Stk26;Sesn1;Sirt1;Pdk2;Tbl2;Acvr2a;Foxo1;Insr;Nupr2;Sirt2;Eif2ak4;Ppargc1a;Pick1;Fes;Jun;Zc3h12a;Folr1;Pik3c2a;Postn;Hamp;Sctr;Chka;Wdr45;Plec;Foxa2;Kdm6a;Prkch;Tcf7l2;Mtmr3;Ifi203;Gdf15;Trp53;Ncoa1;Wdr59;Kcnb1;Nod2;P2rx7;Eif2ak1;Ulk1;Ehmt2;Alpl;Bmt2;Enpp1;Ifi207;Spx;Usp33;Becn1;Ptprc;Impact;Crebbp;Prkcg;Npff;Atn1;Gcgr;Foxk1;Szt2;Ulk3;Mapt;Ogt;Mybbp1a;Ercc6;Tnrc6a;Nfkbiz;Tfeb;Rasal2;Zeb2;Nr1h4;Sesn2;Trim24;Pck1;Rnf152;Ppara;Nfe2l2;Rictor;Appl2;Map3k5;Ep300;Pck2;Ifi203-ps;Mlxipl;Usf2;Comt;Depdc5;Vcam1;Bax;Bcas3;Flcn;Adrb3;Klf10;Wnk4;Sipa1;Fnip1;Fos;Mndal;Zfyve1;Pim1;Angptl4;Zfp36
acetylation-dependent protein binding	acetylation-dependent protein binding;lysine-acetylated histone binding	Zzef1;Brd3;Phip;Sirt1;Zzz3;Baz2a;Brd4;Brd9;Atad2b;Brd2;Trim24;Kmt2a;Ep300;Zmynd8;Taf1
U2-type prespliceosome	U2-type prespliceosome;prespliceosome	Prpf40b;Luc7l3;Prpf39;Sf3a2;Luc7l2;Luc7l;U2af2;Lsm7;Ddx42;Sf3b1
regulation of TOR signaling	regulation of TOR signaling;TOR signaling	Klhl22;Rnf167;Akt1s1;C9orf72;Sesn1;Sirt1;Sik3;Reln;Akt3;Pip4p1;Syk;Nckap1l;Usp7;Wac;Mtm1;Alg13;Trem2;Wdr59;Dgkq;Bmt2;Lamtor3;Ubr1;Szt2;Ogt;Ubr2;Ctns;Tnfaip8l1;Npc1;Rps6ka1;Tti1;Sesn2;Slc38a9;Rnf152;Usp32;Rictor;Hdac3;Tbk1;Ep300;Gpr137;Depdc5;Gsk3a;Flcn;Fnip1;Pim1;Otud5;Fnip2;Pik3ca;Rps6kb2;Card11;Hoxb3os
positive regulation of lymphocyte activation	positive regulation of lymphocyte activation;positive regulation of cell activation;positive regulation of leukocyte activation	Il1b;Paxip1;Actb;Kmt5c;Cd55b;H2-T10;Igf2;Hmgb1;Akirin2;Thy1;Itgal;Il15;Tcrb;Csf1r;Nlrp3;Fcho1;Lilrb4a;Il2rg;Slamf1;Malt1;Dusp10;Smarcc2;Gm5150;H2-Q1;Gata3;Zbtb1;Tnfsf14;H2-DMa;Shld2;Il1rl2;Jak2;Ptpn22;Vnn1;Pycard;Ccl19;Runx1;Axl;Ihh;Il23a;Cd59a;Rif1;Spi1;Sh3kbp1;Icosl;Atad5;Coro1a;Ccl5;Cd6;Pcid2;Atp11c;H2-Q4;Nsd2;Mif;Prkcq;Trp53bp1;Efnb1;Zfp609;Syk;Cd24a;B2m;Nckap1l;Cd4;Lyst;Sirpa;Chrnb2;Vav3;Zfp335;Ap3b1;Btk;Lef1;Irf1;Smarca2;Mdk;Mpl;H2-Ob;Cd5;Brd4;Pbrm1;Nfkbid;Itpkb;Il12rb1;Havcr2;Brd2;Vtcn1;Carmil2;Nod2;Arid1a;Tnip2;Adk;Smarcd2;Ptprc;Cd28;Rara;Il1a;Pdcd1lg2;Gimap3;Ripk2;Nfkbiz;Rasal3;Card11;Zbtb16;Ager;Ap3d1;Arid1b;Kmt5b;Zmiz1;Prkdc;Pck1;Rasgrp1;Ambra1;Tyk2;Peli1;Abl1;Arid2;Spta1;Tcf3;Il15ra;Vcam1;Slc39a10;Hlx;Stat6;Selenok;Slc4a1;Tox;Irs2;Tnfrsf4;Crlf2;Tnf;Tafa3;Gp9;Lilra5;Tlr6;Hamp;Jund;Stap1;Gp1bb;Ptprj;Trem2;Pdgfrb;Pear1;Rps6ka1;Capn3
histone H4K12 acetyltransferase activity	histone H4K12 acetyltransferase activity;histone H4K5 acetyltransferase activity;histone H4K8 acetyltransferase activity	Ing4;Kat2a;Brpf1;Brpf3;Kat6a;Brd1
cell growth	cell growth;regulation of cell growth	Usp9x;Kdm2b;Wt1;L1cam;Disc1;Ccr5;Eaf2;Tnc;Ccar2;Myocd;Rnf157;Hdac6;Dscam;Dnph1;Smurf1;Afdn;Rptor;Tnk1;Dclk1;Prdm4;Cpne9;Frzb;Pot1b;Cfl1;Nrp1;Lpar3;Ttc3;Cpne1;Ptk2;Tmem108;Gsk3b;Plxna4;Itga4;Igfbp4;Sfrp2;Sox17;Lamb2;Sema4a;Zfyve27;Klhl22;Ngf;Edn1;Rerg;Mfsd2a;Bltp1;Ppan;C9orf72;Sesn1;Sema6b;Sirt1;Prkn;Slc25a33;Rufy3;Olfm1;Sfn;Adra1a;Arih2;Raph1;Mecp2;Col14a1;Pum2;Rarg;Exosc2;Slc23a2;Anapc2;Rb1;Eif2ak4;Brat1;Meis1;Sorbs2;Sphk1;Pttg1;Ncoa3;Sema3b;Avpr1a;Sema4b;Cep43;Ifrd1;Crlf3;Sirt6;Postn;Foxp1;Cd2ap;Dab2;Hamp;Slit1;Rbm10;Ppp1r9b;Ddx49;Slit2;Smarca2;Prickle1;Golga4;Ptprs;Osgin1;Vgll4;Hyal1;Ist1;Igfbp7;Ntrk3;Itsn2;Cdh4;Adcy10;Ptprj;Cdk5;Zfp639;Ing4;Inhba;Ddx39b;Trp53;Nedd4l;Bcl11a;Epha7;Cxcr4;Ednra;Bap1;Arhgap32;Ulk1;Adra1b;Tead1;Enpp1;Ext1;Ilk;Dnm2;Impact;Spg11;Dact3;Nrn1;Foxk1;Mapt;Sema6d;Nfkbiz;Dcbld2;Cda;Dip2b;Sbf1;Hsd3b7;Zeb2;Sesn2;Dvl1;Cdkn1b;Sema6a;Trip10;Syt3;Ppara;Rictor;Cgref1;Prkg1;Akap13;Ep300;Kmt2d;Ip6k2;Tspyl2;Abl1;Ptk2b;Arhgap4;Gsk3a;Macf1;Vegfa;Igfbp3;Gdi1;Mndal;Clasp2;Npr2
ubiquitin-like protein ligase activity	ubiquitin-like protein ligase activity;ubiquitin protein ligase activity;ubiquitin-protein transferase activity;aminoacyltransferase activity;ubiquitin-like protein transferase activity	Smurf1;Rnf115;Trim2;Trim5;Rnf43;G2e3;Pcgf3;Arel1;Zzef1;Pex10;Ubox5;Fbxw7;Itch;Rnf213;Med17;Trim41;Rabgef1;Znrf2;Sh3rf1;Ark2n;Rnf122;Rnf167;Ubr3;Rnf5;Med31;Prkn;Trim7;Birc2;Arih2;Ppil2;Zmiz2;Mdm2;Lonrf3;Nt5c2;Rffl;Med21;Trim62;Rnft1;Rnf145;Trim8;Shprh;Neurl4;Rnf20;Rnf126;Pdzrn3;Trim30a;Rmnd5a;Rnf215;Trim10;Trim33;Mylip;Xiap;Hecw2;Trim26;Hace1;Fbxo17;Nedd4l;Pias3;Rnf31;Ranbp2;Znrf3;Rnf40;Rnf220;Birc3;Pias2;Herc4;Rnf25;Ubr4;Trim11;Huwe1;Mkrn1;Syvn1;Zfp451;Ubr1;Herc3;Vps11;Ubr2;Ube3b;Rnf111;Rnf39;Traf7;Dtx1;Pias1;Trim68;Rnf216;Cbl;Chfr;Znrf1;Trim24;Zmiz1;Rnf152;Rbbp6;Mib2;Ubr5;Rnf123;Hectd1;Cblb;Med12;Peli1;Trim3;Rnf38;Smurf2;Nfx1;Trim39;Ring1;Zfp598;Mycbp2;Herc2;Wsb1;Ube2o;Ttc3;Map3k1;Bcor;Trim36;Ube2s;Kctd13;Ube2l6;Ube2ql1;Mdm4;Ube2c;Fbxl3;Ube2i;Ube2e2;Rnf214;Fbxo11;Hectd3;Rnf169;Cnot4;Ddb2;Birc6;Marchf3;Taf1;Ate1;Tgm4;Tgm1;Epb42
response to starvation	response to starvation;cellular response to starvation	Rnf167;Mfsd2a;Stk26;Sesn1;Sirt1;Tbl2;Foxo1;Nupr2;Eif2ak4;Pick1;Jun;Zc3h12a;Pik3c2a;Chka;Wdr45;Prkch;Tcf7l2;Mtmr3;Ifi203;Trp53;Wdr59;Eif2ak1;Ulk1;Ehmt2;Bmt2;Ifi207;Usp33;Becn1;Impact;Gcgr;Foxk1;Szt2;Ulk3;Mybbp1a;Tnrc6a;Tfeb;Sesn2;Pck1;Rnf152;Ppara;Nfe2l2;Map3k5;Pck2;Ifi203-ps;Comt;Depdc5;Bcas3;Flcn;Klf10;Fnip1;Mndal;Zfyve1;Angptl4;Zfp36
visual learning	visual learning;visual behavior	Mecp2;Braf;Adam2;Meis2;Syngap1;Atxn1;Chrnb2;Ric8a;Htt;Neto1;B4galt2;Cdk5;Slc7a11;Adra1b;Creb1;Deaf1;Ctns;Chrd;Pias1;Idua;Kmt2a;Pde1b;Comt;Nf1;Nts;Dynlrb1
regulation of mRNA stability	regulation of mRNA stability;regulation of RNA stability;regulation of mRNA catabolic process	Cnot3;Rbm38;Taf15;Paip1;Dicer1;Exosc7;Larp1;Elavl4;Dcp1a;Rbm33;Igf2bp1;Cnot2;Khsrp;Pcid2;Pum2;Exosc2;Tent4b;Angel2;Samd4;Fastkd1;Tnrc6c;Tent5a;Zc3h12a;Fxr2;Rbm10;Ikbke;Ythdf3;Axin2;Fus;Samd4b;Parn;Tardbp;Tut7;Dhx36;Pan2;Brf1;Hnrnpd;Upf1;Fastk;Cpeb3;Apobec1;Rbm46;Tut4;Gigyf2;Rock1;Tent4a;Larp4b;Tnrc6a;Igf2bp2;Rock2;Eif4enif1;Dnd1;Rnasel;Tent5c;Vegfa;Pcbp4;Zfp36l1;Pan3;Pum1;Patl1;Thrap3;Zfp36;Tnfrsf1b;Zc3h18;Ddx49;Dxo;Sgms1os1;Magoh;A1cf;Nbas;Gtpbp1
histone acetyltransferase complex	histone acetyltransferase complex;acetyltransferase complex;protein acetyltransferase complex	Kansl2;Kansl1l;Taf2;Zzz3;Mcrs1;Sgf29;Epc1;Map3k7;Ing4;Atxn7l3;Phf20;Dmap1;Mrgbp;Kat2a;Crebbp;Kat6b;Ogt;Ep400;Kansl3;Brpf1;Trrap;Ep300;Yeats2;Mbtd1;Brpf3;Kat6a;Kansl1;Taf4;Brd1;Naa16
internal protein amino acid acetylation	internal protein amino acid acetylation;internal peptidyl-lysine acetylation	Bag6;Kat2a;Smc5;Ep300;Atat1
