representative	grouped_terms	genes
mitochondrion organization	mitochondrion organization;organelle organization;cellular component organization;cellular component organization or biogenesis	Endog;Ndufa6;Ndufa5;Ndufa12;Ndufs5;Cox19;Ndufa13;Fam162a;Ndufb5;Ndufa2;Ndufc1;Ndufb9;Ndufb10;Timm9;Ndufa8;Ndufs6;Uqcc3;Cox20;Ndufb3;Romo1;Ndufs7;Slirp;Ndufa3;Ndufa11;Ndufab1;Sdhaf1;Ndufb7;Bax;Fkbp8;Mrpl15;Ndufs3;Ndufb2;Ndufb11;Cox7a2;Nme3;Coa3;Ndufaf6;Tmem11;Cox17;Polg2;Coq7;Timm10;Chchd7;Cox14;Ndufb6;Tafazzin;Tomm40;Atp5f1d;Pet100;Smim20;Ndufa1;Fxn;Park7;Dap3;Ndufs8;Ndufb8;Ndufb4;Cox7a1;Immp2l;Ndufaf4;Timm50;Uqcc4;Uqcc2;Prkn;Ggnbp1;Phb2;Higd2a;Ndufa10;Tomm7;Pld6;Ndufaf2;Dmac1;Ndufaf8;Chchd3;Fis1;Atad3a;Tomm22;Ndufs4;Bbc3;Primpol;Mtres1;Sod1;Bloc1s1;Mrpl20;Mrps7;Nme6;Syce2;Mpv17l2;Haus1;Pif1;Mterf1b;Mrpl58;Pfdn2;Pgam5;Acot13;Fdx2;Gtf3a;Hsd17b8;Tiam2;Apoa2;Mrm3;Mrm1;Mitd1;Lrrc24;Rbfa;Mapk8ip3;Lyrm4;Naxe;Dnajc15;Ciapin1;Malsu1;Atp5mc2;Iscu;Nop56;Exog;Atp5mc3;Acaca;Scaf4;Alkbh1
branched-chain amino acid catabolic process	branched-chain amino acid catabolic process;branched-chain amino acid metabolic process	Ivd;Bckdha;Acadsb;Mccc2;Hibch;Acad8;Dld;Hmgcl;Aldh6a1;Ppm1k;Acat1
metalloendopeptidase activity	metalloendopeptidase activity;metallopeptidase activity	Pmpca;Afg3l2;Uqcrc2;Ide;Afg3l1;Pmpcb;Pitrm1;Mipep;Nln;Yme1l1;Xpnpep3
nucleoid	nucleoid;mitochondrial nucleoid	Trmt10c;Grsf1;Tefm;Shmt2;Vdac1;Poldip2;Sod2;Hspa9;Elac2;Tufm;Tfb2m;Atp5f1b;Lrpprc;Cps1;Hadhb;Tfam;Dnaja3;Prorp;Lonp1;Acadvl;Clpx;Hadha
channel activity	channel activity;passive transmembrane transporter activity	Atp5mf;Atp5pd;Atp5mc1;Atp5f1e;Atp5pf;Atp5mg;Bax;Atp5me;Atp5po;Tomm40;Atp5f1d;Tomm40l;Atp5mc2;Atp5mc3;Atp5f1c
respiratory chain complex IV	respiratory chain complex IV;mitochondrial respiratory chain complex IV	Cox6c;Cox5b;Cox6b1;Cox4i1;Cox7c;Cox7b;Cox7a2;Cox7a1;Cox6a1;Cox8b;AA467197;Ndufa4;Ndufa4l2;Coa6;Cox7a2l
nucleoside bisphosphate biosynthetic process	nucleoside bisphosphate biosynthetic process;ribonucleoside bisphosphate biosynthetic process;purine nucleoside bisphosphate biosynthetic process	Slc25a16;Coasy;Vdac1;Pdhx;Pdha1;Gcdh;Slc25a42;Pdk4;Mlycd;Dld;Mmut;Acsl1;Acat1
protein dimerization activity	protein dimerization activity;protein homodimerization activity	Ephx2;Mff;Tymp;Eng;Pex11b;Pnpo;Micu2;Macroh2a2;Slc25a27;Miga2;Oxa1l;Fxr1;Pde2a;Gstz1;Agxt;Micu1;Bcl2l1;Grpel1;Kars1;Xpnpep3;Bnip3;Kyat3;Bnip3l;Stom;Bcl2l2;Grhpr;Ide;Nudt5;Ucp2;Nadk2;Abcb7;Aifm1;Dars2;Gldc;Aadat;Abcd3;Fech;Hsd17b4;Clpx;Glud1;Mmut;Nfs1;Grpel2;Cpox;Abcd2;Aldh3a2
nucleotide transmembrane transporter activity	nucleotide transmembrane transporter activity;nucleobase-containing compound transmembrane transporter activity;organophosphate ester transmembrane transporter activity	Slc25a31;Slc25a24;Slc25a53;Slc25a25;Slc25a23;Slc25a42;Slc25a32;Slc25a33;Slc25a47
gluconeogenesis	gluconeogenesis;carbohydrate biosynthetic process;hexose biosynthetic process;monosaccharide biosynthetic process	Prkaca;Pcx;Gpd2;Slc25a13;Nln;Acadm
regulation of fatty acid metabolic process	regulation of fatty acid metabolic process;regulation of fatty acid oxidation	Ncor1;Pdk4;Mlycd;Acadvl;Cpt1a;Abcd2;Acadl
lipid localization	lipid localization;lipid transport	Lypla1;Pisd;Osbpl9;Abcd3;Acsl1;Pnpla8;Prelid2;Crot;Slc25a20;Abcd2;Osbpl1a;Hexb
organic acid transmembrane transport	organic acid transmembrane transport;carboxylic acid transmembrane transport	Slc25a15;Sfxn2;Slc25a32;Slc25a13;Slc25a22;Abcd3;Acsl1;Abcd2
peroxisomal matrix	peroxisomal matrix;microbody lumen	Hspd1;Ide;Mlycd;Abcd3;Hsd17b4;Eci2;Hao2
mitochondrial translation	mitochondrial translation;mitochondrial gene expression	Mrpl51;Aurkaip1;Mrps21;Mrpl30;Mrps35;Mrps17;Mrpl54;Mrpl14;Mrps6;Mrpl55;Mrpl27;Mrpl15;Gadd45gip1;Mrpl20;Mrpl23;Mrpl52;Coa3;Mrps33;Mrps28;Mrpl18;Mrps7;Mrps18b;Mrpl19;Mrpl2;Mpv17l2;Mrpl36;Dap3;Mrps25;Mrps15;Mrpl49;Mrpl24;Mrps34;Uqcc2;Mrps16;Malsu1;Mrpl21;Mrps10;Mrpl58;Ndufa7;Alkbh1;Mrps24;Mrps14;Mrps11;Lars2;Mrpl57;Rmnd1;Rars2;Mrpl4;C1qbp;Mrpl47;Mrpl22;Rcc1l;Ngrn;Mtres1;Fastk;Tbrg4;Mterf1b;Mterf1a
oxidoreductase activity, acting on CH-OH group of donors	oxidoreductase activity, acting on CH-OH group of donors;oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor	Grhpr;Cbr3;Ptgr3;Ehhadh;Gpd2;Hadh;Hsd17b4;Dhrs4;Bdh1;Dhrs1;Hadha;Aldh3a2;Hao2
mitochondrial electron transport, ubiquinol to cytochrome c	mitochondrial electron transport, ubiquinol to cytochrome c;mitochondrial respiratory chain complex III;respiratory chain complex III	Uqcr11;Uqcr10;Uqcc3;Uqcrq;Uqcrb;Cycs;Uqcrh
secretion	secretion;regulation of secretion;regulation of secretion by cell	Kmo;Rhot1;Idh2;Agxt;Bcl2l1;Prkaca;Septin4;Ptges2;Pnkd;Golph3;Ucp2;Mcu;Prepl;Slc25a22;Abat;Hadh;Snap29;Glud1;Maob;Cpt1a;Pnpla8
glucose metabolic process	glucose metabolic process;hexose metabolic process	Pfkp;Prkaca;Pdha1;Pdk4;Pcx;Gpd2;Slc25a13;Mlycd;Nln;Cpt1a;Acadm
outer mitochondrial membrane protein complex	outer mitochondrial membrane protein complex;mitochondrial outer membrane translocase complex	Tomm5;Tomm40;Tomm6;Tomm40l;Tomm7;Tomm22
monocarboxylic acid transport	monocarboxylic acid transport;fatty acid transport	Lypla1;Abcd3;Acsl1;Pnpla8;Crot;Abcd2
