representative	grouped_terms	genes
L-phenylalanine metabolic process	L-phenylalanine metabolic process;erythrose 4-phosphate/phosphoenolpyruvate family amino acid metabolic process	Pcbd1;Gstz1;Pah;Tat;Spr;Qdpr;Fah;Hgd;Hpd
vitamin B6 binding	vitamin B6 binding;pyridoxal phosphate binding	Scly;Mtarc2;Cisd1;Alas1;Cth;Pnpo;Got2;Gldc;Pdxk;Accs;Abat;Aadat;Kynu;Pygb;Tat;Oat;Gcat;Agxt;Gpt;Cbs;Ddc;Kyat3;Got1;Shmt2;Thnsl2;Shmt1;Mocos
purine ribonucleoside bisphosphate metabolic process	purine ribonucleoside bisphosphate metabolic process;3'-phosphoadenosine 5'-phosphosulfate metabolic process	Sult2a3;Papss2;Sult2a4;Sult2a6;Sult2a5;Sult2a2;Sult2a1
sulfotransferase activity	sulfotransferase activity;transferase activity, transferring sulphur-containing groups	Sult1b1;Hs3st1;Hs3st6;Chst10;Chst2;Sult2a3;Tpst2;Chst14;Sult3a2;Sult3a1;Sult1a1;Sult2a4;Sult2a6;Ust;Sult2a5;Sult2a2;Sult2a1;Tstd3;Cdk5rap1;Mocos;Tst
endothelial cell differentiation	endothelial cell differentiation;endothelium development	Tgfbr1;Col27a1;Plcb1;Zeb1;Rock1;Met;Jag1;Nr2f2;Vegfa;Bmpr2;Pde4d;Kdm6b;Notch4;Rap1a;Abcb1b;Sox17;Rap2c;Tie1;S1pr2;Bmp4;Fzd1;F2rl1;Nrg1;Vcl;Rock2;Afdn;Cldn1;Proc;Foxj2;Hey1;Stc1;Rdx;Ift88;Pbrm1;Tjp1;Tnf;Heg1;Akap11;Cnmd;Plod3;Acvr1;Arhgef26;Dicer1;Pecam1;Fzd4;Vezf1;Col18a1;Pde2a;Apold1;Cldn3;Robo4;Myadm;Ptprs;Stard13;Foxp1;Dll4;Cd2ap;Itgax;Foxc2
pattern specification process	pattern specification process;regionalization	Tgfbr1;Hoxc4;Nat8f5;Sfrp2;Tbx1;Rnf111;Plxna2;Erbb4;Dzip1l;Dync2h1;Zeb1;Tshz1;Smad3;Fzd5;Nr2f2;Fgfr2;Pcgf2;Pbx1;Lrp4;Robo2;Mdfi;Snai1;Gli1;Tcf7l1;Wdr77;Satb2;Dvl2;Mtf2;Bmpr2;Acd;Daam2;Pgap1;Sfrp1;Hipk2;Pds5a;Lama5;Ldb1;Ppp2r3a;Ccdc40;Kdm2a;Kmt2a;Sox17;Atp6ap2;Cramp1;Apc;Efnb1;Bmp4;Vangl2;Shroom3;Msx1;Rnf220;Meis2;Ovol2;Rfx3;Lrp6;Eed;Reln;Acvr2a;Bmpr1b;Wnt7b;Dnai2;Ptch1;Folr1;Ntf5;Ext1;Nrg3;Senp2;Atm;Epb41l5;Ssbp3;Dchs1;C2cd3;Asph;Hnf1b;Mib1;Fst;Hey1;Wt1;Tgif1;Stc1;Nrp1;Mesp2;Nle1;Fgfr4;Dll4;Frs2;Ift88;Ift25;Sf3b1;Zeb2;Celsr2;Tasor;Ep300;Robo1;Rarg;Pkd2;Arl13b;Megf8;Hes7;Bhlhe40;Foxa1;Hoxb3;Pcsk6;Hoxb8
tetrapyrrole binding	tetrapyrrole binding;heme binding	Cyp2b13;Cyp2d26;Cyp4f14;Cyp2c37;Tbxas1;Cyp1a2;Cyp7a1;Hrg;Cyp2r1;Suox;Ptgs1;Steap1;Hmox1;Cyp2b10;Cyp20a1;Ambp;Cyc1;Fech;Cyp2c39;Hba-a1;Mb;Hmox2;Cyba;Prdx1;Cyp2c70;Cyp17a1;Cd320;Cyp2c29;Cbs;Cyp2c68;Cyp2a22;Hbb-bt;Cyp2d40;Hebp1;Cyp2g1;Cyp3a41a;Cyb561d2;Tcn2;Cyp3a16;Nos1;Cyp2a4;Cyp3a41b;Cyp2c40;Cyp2c69
tumor necrosis factor production	tumor necrosis factor production;regulation of tumor necrosis factor superfamily cytokine production;tumor necrosis factor superfamily cytokine production;regulation of tumor necrosis factor production	Mmp8;Arid5a;Errfi1;Acp5;Gpr18;Cd300ld;H2-D1;Slamf9;Cybb;H2-T23;Tlr2;Ltf;Il4;Tnfrsf8;Tnfrsf1a;Syk;Ptpn22;Lilra5;Lilrb4a;Cd14;Tlr4;Fcgr3;Lilrb4b;Pycard;Hdac3;Trim30a;Lbp;Fcer1g;Axl;H2-M5;Nod2;Ccl2;C5ar2;Oas3;Irak3;Stat3;Selenos;Mapk14;Fadd;Cd24a;Plcg2;H2-Q6;Ptpn11;Hspd1;Cd209b;Oas1g;Ifngr1;Mavs;Gas6;Il18;Clu;H2-T22;Cd2;Angpt1;Tspo;Adipoq;Sash3;Tnfaip3;Cyba;Oas1a;Spn;Lgals9;Ccl3;Cd47;Zc3h12a;Rigi;Csf1r;Tyrobp;Psen1;Ptpn6;Cd274
nucleoside bisphosphate metabolic process	nucleoside bisphosphate metabolic process;ribonucleoside bisphosphate metabolic process;purine nucleoside bisphosphate metabolic process	Acot4;Sult2a7;Mpc1;Sucla2;Acot7;Sult1b1;Acnat2;Mlycd;Mvd;Acsl5;Baat;Kynu;Abcd1;Ppcs;Acaa2;Mpc2;Acot9;Suclg1;Mvk;Sult2a3;Coasy;Acot3;Pmvk;Papss2;Hmgcl;Gcdh;Mccc2;Sult2a4;Sult2a6;Acsm1;Sult2a5;Sult2a2;Sult2a1
leukocyte activation involved in immune response	leukocyte activation involved in immune response;cell activation involved in immune response	Abr;Atp7a;Slc18a2;Rc3h2;Cd40;Ywhaz;Prkcz;Pglyrp2;Trp53;Cd300a;Stx11;Sema4a;Rasgrp1;Btk;Gata1;Psen2;Ccl19;Ptger4;Rab44;Cd28;Dysf;H2-DMb1;Parp3;Il18r1;Clec4d;Mlh1;Batf;Fcer1a;Dock11;H2-M3;Cd177;Apbb1ip;Lcp1;Cd160;Pou2af1;Pagr1a;Pdp2;Nlrp3;Dock2;Icam1;Xbp1;Exosc3;Pglyrp1;Ly9;Ifi35;Il4;Ndfip1;Stxbp2;Ap1g1;Jak3;Men1;Cd74;Syk;Lilrb4a;Tlr4;Nckap1l;Pycard;Stx4a;H2-DMb2;Msh6;Fes;Lbp;Fcer1g;Nfkbid;Itgb2l;Exo1;Mad2l2;Msh2;Stat3;Coro1a;Plcg2;Lyn;Slc11a1;Zfp35;Fgr;Shld1;Slfn2;Hspd1;Spi1;Hmox1;Vamp8;Pram1;Lat;Dnase1l3;Il18;Cd81;Cd46;St3gal1;D6Wsu163e;Eomes;Milr1;Rac2;Tnfaip3;Kars1;Spn;Fcgr4;Lgals9;Nmi;Lgals3;Itgal;Nkg7;Zc3h12a;Itgb2;Irf8;Tyrobp;Grn;Psen1;Gata3;Ptpn6;Ercc1;Tmem98
presynapse assembly	presynapse assembly;presynapse organization	Il1rap;Nlgn4l;Ptprd;Fzd5;Clstn3;Lrfn5;Lrp4;Nlgn2;Pcdh17;Efnb1;Fzd1;Nrg1
steroid sulfotransferase activity	steroid sulfotransferase activity;3'-phosphoadenosine 5'-phosphosulfate binding	Sult2a3;Sult1a1;Sult2a4;Sult2a6;Sult2a5;Sult2a2;Sult2a1
digestive tract development	digestive tract development;digestive system development	Sfrp2;Smad3;Fzd5;Fgfr3;Fgfr2;Pdgfa;Gata6;Sfrp1;Yipf6;Tcf7l2;Ccdc40;Sox17;Clmp;Id2;Vangl2;Ovol2;Nipbl;Col3a1;Chd8;Rarb;Ext1;Foxp4;Epb41l5;Dchs1;Sav1;Hnf1b;Sox9;Dact1;Megf8;Npr2;Cdh1;Rb1;Lgr4;Nkx2-6;Dicer1;Nphp3;Ephb3;Insr;Igf1
nucleotide biosynthetic process	nucleotide biosynthetic process;nucleoside phosphate biosynthetic process;purine-containing compound biosynthetic process	Prps1;Sdha;Atp5mf;Atp5me;Pank4;Mapk1;Stoml2;Aprt;Cmpk2;Nmnat1;Dld;Ndufb8;Entpd1;Gucy2g;Pdhb;Ndufb5;Atp5f1c;Nme7;Il4;Ndufb11;Ndufs2;Adcy7;Atp5mc3;Atp5f1d;Mpc1;Parp1;Atp5pb;Ndufs6;Naprt;Acot7;Flad1;Tyms;Atp5mc1;Nme1;Adss1;Pid1;Dtymk;Nme3;Mlycd;Impdh2;Acsl5;Atp5f1a;Ndufa12;Stat3;Kynu;Pnp2;Eno1;Ndufb10;Atp5po;Cda;Ndufa9;Atic;Ppcs;Nudt2;Mpc2;Ndufa7;Vcp;Ndufs3;Impdh2-ps;Gars1;Tk1;Oas1a;Kars1;Oasl2;Coasy;Atp5f1b;Prpsap2;Qprt;Ldhd;Haao;Dnajc30;Ctps2;Gmpr2;Mthfd1;Papss2;Dhodh;Umps;Cad;Gcdh;Adsl;Idh2;Ndufv1;Pnp;Shmt1;Adcy1;Uck2;Nos1;Nt5e
appendage morphogenesis	appendage morphogenesis;limb morphogenesis;appendage development;limb development	Sfrp2;Plxna2;Dync2h1;Reck;Tgfb2;Fgfr2;Chd7;Pbx1;Lrp4;Large1;Cplane1;Fzd6;Acd;Bmp4;Mbnl1;Msx1;Lrp6;Nipbl;Col3a1;Mecom;Rarb;Med1;Ptch1;Ttbk2;Lmbr1;Bax;Ext1;C2cd3;Asph;Sox9;Ift88;Lnpk;Rarg;Megf8;Gnaq;Idua;Npr2;Tmem231;Nfia;Bpnt2;Gnas;Atrx;Hdac2;Dicer1;Crabp2;Tbx4;Fbxw4;Pcsk5;Aff3;Fmn1;Ece1;Gja5;Col6a1;Sema3c;Ror2;Ihh;Bmpr2;Fermt2;Kremen1;Itgb4;Smoc1;Ift80;Rara
transmembrane receptor protein serine/threonine kinase signaling pathway	transmembrane receptor protein serine/threonine kinase signaling pathway;transforming growth factor beta receptor superfamily signaling pathway	Tgfbr1;Sfrp2;Rnf111;Ctdspl2;Pakap;Lemd3;Ldlrad4;Ltbp4;Zeb1;Gcnt2;Smad3;Wwtr1;Tgfb2;Spred2;Ppara;Ogt;Lox;Smpd3;Arid4b;Sirt1;Map3k7;Sinhcaf;Gata6;Gdf15;Crim1;Itgb8;Slc2a10;Trim33;Furin;Bmpr2;Tet1;Sfrp1;Hipk2;Peg10;Acvr1b;Tcf7l2;Zbtb7a;Pparg;Bmp4;Ptprk;Inhba;Wfikkn1;Fzd1;Msx1;Igsf1;Sptbn1;Gdf6;Ccn1;Ovol2;Fermt2;Acvr2a;Becn1;Bmpr1b;Adamtsl2;Zmiz1;Kcp;Col3a1;Folr1;Ext1;Vasn;Tsc22d1;Abl1;Map3k1;Cav2;Flcn;Arid4a;Fst;Neo1;Lrrc32;Pbld2;Tgif1;Smurf2;Itga8;Ddx5;Glg1;Zeb2;Usp9x;Lats1;Ep300;Tnrc6c;Megf8;Jun;Smurf1;Itga3;Col1a2;Nfia;Cidea;Acvr1;Hdac2;Adam17;Suds3;Nlk;Zfp423;Veph1;Crebbp;Tob1
response to transforming growth factor beta	response to transforming growth factor beta;cellular response to transforming growth factor beta stimulus;transforming growth factor beta receptor signaling pathway	Tgfbr1;Rnf111;Lemd3;Ldlrad4;Ltbp4;Zeb1;Gcnt2;Smad3;Rock1;Tgfb2;Yes1;Spred2;Ppara;Ogt;Lox;Arid4b;Sirt1;Map3k7;Sinhcaf;Itgb8;Crk;Slc2a10;Trim33;Furin;Tet1;Hipk2;Peg10;Kmt2a;Zbtb7a;Pparg;Wwox;Sox6;Ptprk;Wfikkn1;Ovol2;Fermt2;Bmpr1b;Adamtsl2;Zmiz1;Pdcd5;Col3a1;Folr1;Col4a2;Vasn;Sox5;Zfhx3;Rock2;Epb41l5;Tsc22d1;Map3k1;Cav2;Flcn;Arid4a;Lrrc32;Pbld2;Sox9;Smurf2;Itga8;Glg1;Zeb2;Usp9x;Lats1;Ep300;Tnrc6c;Mapk7;Jun;Smurf1;Itga3;Col1a2;Cidea;Serpine1;Acvr1;Hdac2;Adam17;Suds3;Nlk;Veph1;Cd2ap;Crebbp
oxidoreductase activity, acting on peroxide as acceptor	oxidoreductase activity, acting on peroxide as acceptor;peroxidase activity	Ltc4s;Gpx3;Selenof;Txndc17;Mgst3;Gpx4;Hba-a2;Gpx7;Cp;Gstp3;Mgst2;Tpo;Mpo;Prxl2b;Prdx3;Ptgs1;Gstm7;Prdx5;Hba-a1;Mb;Prdx1;Prdx4;Prdx6;Hbb-bs;Hbb-bt;Sesn2;Gstk1;Gpx1
axonogenesis	axonogenesis;axon development	Dock7;Lama3;Epha5;Aplp2;Braf;B4galt5;Plxna2;Kif5b;Alcam;Mapt;Dcc;Cdh11;Tgfb2;Megf9;Fgfr3;Agrn;Fgfr2;Nfib;Lrp4;Robo2;Vegfa;Tbce;Plxna1;Ifrd1;Lamb2;Cdh2;Kif13b;Boc;Arhgap32;Ntrk1;Zfyve27;Zdhhc17;Prkca;Bmpr2;Adarb1;Kif5a;Macf1;Taok2;Lama5;Lama2;Sema6a;Plxnd1;Apc;Efnb1;Vangl2;Prkg1;Ank3;Ntn4;Ryk;Numb;Reln;Mapk8ip3;Bmpr1b;Wnt7b;Epha7;Hspg2;Dixdc1;Ist1;Usp33;Sema5a;Foxp1;Col25a1;Ptch1;Plxnb1;Sema5b;Ext1;Slc9a6;Vcl;Map1b;Matn2;Apbb2;Ccr5;Abl1;Trak1;Trio;Ttl;Ulk2;Neo1;Cntnap1;Unc5b;Nrp1;Shtn1;Lrrc4c;Szt2;Zeb2;Usp9x;Gsk3b;Tnfrsf12a;Rufy3;Spg11;Auts2;Ep300;Epha6;Robo1;Atp8a2;Mycbp2;C9orf72;Megf8;Ngf;Ntf3;Sema3b;Ephb2;Npr2;Smurf1;Efna1;Efna3;Ulk1;Klf7;Epha4;Wdr47;Cyfip1;Tsku;Fgf13;Efna5;Unc5d;Lamc3;Cdh1;Ntng2;Lgr4;Adam17;Pum2;Scarf1;Olig1;Tfap4;Nrg1;Tspan2;Kremen1;Folr1;Jun;Plp1;Mtr
alpha-amino acid biosynthetic process	alpha-amino acid biosynthetic process;proteinogenic amino acid biosynthetic process;amino acid biosynthetic process;L-amino acid biosynthetic process	Enoph1;Apip;Cth;Phgdh;Pcbd2;Glul;Pycr1;Ass1;Got2;Aasdhppt;Bhmt;Bhmt1b;Atp2b4;Aldh18a1;Asl;Pah;Mthfr;Agxt;Cbs;Bhmt2;Mthfd1;Cad;Got1;Shmt2;Shmt1;Nags;Upb1;Abat;Slc38a1
gonad development	gonad development;development of primary sexual characteristics;sex differentiation	Tgfbr1;Sfrp2;Zfx;Plekha1;Insr;Jmjd1c;Tgfb2;Nr2f2;Tmf1;Ube3a;Vegfa;Sgpl1;Kitl;Arid4b;Sirt1;Ntrk1;Col9a3;Tsx;Akap9;2610005L07Rik;Atn1;Afp;Rhobtb3;Sfrp1;Pde4d;Gdf9;Adam1a;Taf4;Gas2;Bmp4;Inhba;Adamts1;Acvr2a;Fndc3a;Bmpr1b;Bik;Ace;Safb2;Bax;Wdr48;Atm;Arid4a;Immp2l;Fst;Wt1;Sox9;Dhh;Arid5b;Aspm;Npr2;Hyal3;Bcl2l1;Spo11;Zfp830;Wnt4;Serpine1;Atrx;Rec8;Chd7;Pbx1;Tcf7l2;Lrp6;Nipbl;Srd5a1;Hnf1b;Mertk;Lgr4
organic acid binding	organic acid binding;carboxylic acid binding	Grhpr;Fabp12;Ass1;Pcx;Pitpna;Sh3glb1;Got2;Gldc;Psap;Epdr1;L1cam;Glud1;Egln2;Yars2;Fabp5;Tyms;Fmo3;Sardh;Aars1;Cyp4f14;Nod2;Dmgdh;Arhgdia;Cps1;Siglece;Mat1a;Acox2;Pah;Ogfod3;Sell;Mag;Gstm7;Tat;Adh5;Akr1c6;Hba-a1;Adipoq;Kars1;P2rx1;Agxt;Dpys;Akr1c20;Ddc;Hbb-bt;Hmgcl;Cad;Sesn2;Got1;Shmt2;Thnsl2;Gchfr;Folr2;Shmt1;Hmbs;Gnmt;Fabp3
antigen processing and presentation of exogenous antigen	antigen processing and presentation of exogenous antigen;antigen processing and presentation of exogenous peptide antigen	H2-DMb1;H2-Eb2;H2-M3;H2-Aa;H2-Eb1;H2-D1;H2-T23;H2-Oa;Mpeg1;Cd74;Fcgr3;H2-DMb2;Tap2;Fcer1g;Fcgr1;H2-M5;H2-DMa;H2-Q6;H2-Ab1;Lgmn;H2-T22;Ctss;Psme1;Ifi30;Psme2;Fcgr2b;Tapbp
histone acetyltransferase complex	histone acetyltransferase complex;acetyltransferase complex;protein acetyltransferase complex	Brd1;Kansl1;Jade1;Phf20l1;Brd8dc;Atxn7;Mbtd1;Ing3;Yeats4;Ogt;Map3k7;Jade3;Kat6b;Phf20;Epc1;Zzz3;Kansl3;Taf4;Actl6a;Kat2b;Brpf1;Brpf3;Trrap;Yeats2;Epc2;Atxn7l3;Taf5;Kansl2;Ep300;Kat6a;Msl1;Dr1;Pole3;Mbip;Naa15
regulation of mononuclear cell proliferation	regulation of mononuclear cell proliferation;regulation of lymphocyte proliferation;regulation of leukocyte proliferation;lymphocyte proliferation;mononuclear cell proliferation;leukocyte proliferation	Zc3h12d;Mpl;H2-D1;Nck1;Il7;Pkn1;H2-T23;Shh;Ceacam1;Il4;Ndfip1;Cd86;Bst1;Jak3;Cd74;Laptm5;Cnn2;Cdkn1a;Syk;Ptpn22;Rassf5;Slc4a1;Lilrb4a;Tlr4;Slc7a1;Nckap1l;Tsc2;Ccl5;Lilrb4b;Pycard;H2-DMb2;Blm;Il1b;Tnfrsf14;Ahr;H2-M5;Crp;Spta1;Aif1;Tspan32;Prkar1a;Coro1a;Fadd;Cd24a;H2-Q6;Lyn;Znhit1;Nfatc2;Lst1;Il18;Cd81;Cd46;H2-T22;Vtcn1;Il2ra;Slfn1;Rac2;Cd3e;Sash3;Ikzf3;Spn;Lgals9;Cd320;Lgals3;Irgm1;Itgal;Vsig4;Cd274;Tnfrsf21;Csf1r;Foxj1;Tyrobp;Pnp;Zap70;Ptpn6;Cd37;Clec4g;Prlr;Mapk3;Csf2rb;Csf2rb2;Dock2;Il9r;Gm36723;Sh2d2a;Ccnd3;Impdh2;Slc11a1;Slfn2;Hspd1;Psmb10;Fkbp1b;Itgb2;Clu
lipid oxidation	lipid oxidation;fatty acid oxidation	Mlycd;Acsl5;Mapk14;Hadha;Abcd2;Lonp2;Acox2;Abcd1;Hsd17b10;Hao2;Pla2g7;Adh5;Acaa2;Acadvl;Adipoq;Ivd;Decr1;Echs1;Plin5;Por;Acads;Alox12;Gcdh;Akt1;Mtln;Fmo1;Sesn2;Hacl1;Fabp3;Eci3
peroxisome	peroxisome;microbody	Pex2;Serhl;Pex11b;Rab8b;Ech1;Fdps;Acnat2;Mlycd;Mvd;Baat;Amacr;Fndc5;Abcd2;Lonp2;Acox2;Abcd1;Hspd1;Mul1;Mavs;Hao2;Gnpat;Prdx5;Pex16;Prdx1;Mvk;Plaat1;Paox;Acot3;Agxt;Urad;Hmgcl;Pecr;Idh2;Pxmp2;Hacl1;Gstk1;Urah;Plaat3;Eci3
immune response-activating cell surface receptor signaling pathway	immune response-activating cell surface receptor signaling pathway;immune response-regulating cell surface receptor signaling pathway	Rftn1;Cmklr1;Usp46;Appl1;Tlr2;Ifi35;Ltf;C3;Thy1;Txk;Laptm5;Syk;Ptpn22;S100a14;Lilrb4a;Cd14;Tlr4;Ticam2;Nckap1l;Acod1;Lilrb4b;Cyld;Cd79b;Lbp;Fcer1g;Sqstm1;Nfkbid;Skap1;Klrk1;Wnk1;Dgkz;Myo1g;Nod2;C5ar2;Trim32;Ube2n;Fyb1;Fpr1;Plcg2;H2-Q6;Themis2;Lyn;Nfatc2;Itk;Oas1g;Irf3;Pram1;Lat;Fpr2;Eif2b3;Nfam1;Grb2;Gcsam;Klri2;Skint3;Cd81;Vtcn1;Cmtm3;Tmem126a;Cd3e;Tnfaip3;Cyba;Oas1a;Prkcb;Nr1h3;Cd47;Nmi;Lgals3;Klrc1;Eif2b2;Tnfrsf21;Zc3h12a;Mbl2;Eif2b5;Ptpn2;Tyrobp;Ubash3a;Rab29;Psen1;Gata3;Ninj1;Zap70;Ptpn6;Ermap
female gonad development	female gonad development;development of primary female sexual characteristics;female sex differentiation	Zfx;Plekha1;Insr;Nr2f2;Ube3a;Vegfa;Sgpl1;Kitl;Sirt1;Col9a3;2610005L07Rik;Afp;Sfrp1;Pde4d;Gdf9;Taf4;Gas2;Bmp4;Inhba;Adamts1;Bmpr1b;Bax;Atm;Immp2l;Fst;Wt1;Arid5b;Npr2;Hyal3;Bcl2l1;Spo11;Zfp830;Wnt4;Serpine1;Chd7;Mertk
negative regulation of response to biotic stimulus	negative regulation of response to biotic stimulus;negative regulation of innate immune response	H2-D1;Atg5;Dhx58;Banf1;H2-T23;Tap1;Ltf;Ceacam1;Parp14;Parp1;Acod1;Tap2;Htra1;Slamf8;Ahr;H2-M5;Rnf26;Oas3;Irak3;H2-Q6;Ifi204;Nlrx1;Cd96;Oas1g;Mul1;Mavs;Ifi213;Ifi209;H2-T22;Ifi214;Ifi205;Eif4e2;Tnfaip3;Oas1a;Lgals9;Nmi;Irgm1;Vsig4;Ifi211;Smpdl3b;Gfer;Serping1;Tyro3;Ptpn2;Samhd1;Igtp;Irgm2;Grn
neuron projection guidance	neuron projection guidance;axon guidance	Lama3;Epha5;Kif5b;Alcam;Dcc;Tgfb2;Megf9;Agrn;Nfib;Robo2;Vegfa;Plxna1;Lamb2;Boc;Ntrk1;Bmpr2;Kif5a;Lama5;Lama2;Sema6a;Efnb1;Vangl2;Ank3;Ntn4;Ryk;Reln;Mapk8ip3;Bmpr1b;Wnt7b;Epha7;Hspg2;Usp33;Sema5a;Foxp1;Ptch1;Sema5b;Ext1;Matn2;Apbb2;Trio;Neo1;Unc5b;Nrp1;Epha6;Robo1;Mycbp2;Megf8;Ntf3;Sema3b;Ephb2;Efna1;Efna3;Klf7;Epha4;Cyfip1;Efna5;Unc5d;Lamc3;Lgr4;Adam17;Nptn;Lmo4;Ephb3;Nexn;Sema4g
body morphogenesis	body morphogenesis;head morphogenesis;face morphogenesis	Tbx1;Braf;Plekha1;Tgfb2;Sgpl1;Tcf7l2;Atp6ap2;Phldb2;Msx1;Lrp6;Nipbl;Phldb1;Ssbp3;Asph;Zfp281;Zfp950;Twist2;Ep300;Kat6a;Arid5b;Col1a1;Gnas;Rab3gap1;Csrnp1;Crebbp
MHC class I protein binding	MHC class I protein binding;MHC protein binding	H2-D1;H2-T23;Tap1;Bcap31;Tap2;Klrk1;H2-M5;Atp5f1a;H2-Q6;Cd8b1;Derl1;Pilra;Vcp;H2-T22;Pirb;Pilrb2;Atp5f1b;Pilrb1;Cd74;Cd81
terpenoid metabolic process	terpenoid metabolic process;diterpenoid metabolic process;retinoid metabolic process	Rdh9;Fdft1;Dhrs7;Fdps;Akr1b1;Cyp1a2;Aldh8a1;Adh5;Akr1c6;Aldh1a2;Adh6b;Bco1;Dhrs3;Akr1c20;Pecr;Adh1;Cyp3a41a;Rdh1;Cyp3a16;Rdh16f2;Cyp3a41b;Cyp3a44
respiratory system development	respiratory system development;lung development;respiratory tube development	Man2a1;Dlg5;Fgfr3;Fgfr2;Chd7;Nfib;Tmem38b;Vegfa;Gli1;Lox;Smpd3;Pdgfa;Gata6;Tmtc3;Thrb;Tns3;Eda;Bmpr2;Hipk2;Lama5;Fendrr;Ccdc40;Gng8;Bmp4;Vangl2;Zfp157;Msx1;Tshz3;Fgfrl1;Numb;Lrp6;Smchd1;Mapk8ip3;Phf14;Adamtsl2;Wnt7b;Col3a1;Ace;Foxp1;Meg3;Atxn1;Ccbe1;Ext1;Fbxw7;Cic;Foxp4;Asxl1;Cebpa;Ptk7;Sav1;Mmp14;Wt1;Sox9;Wwp1;Fgfr4;Loxl3;Ift88;Ift25;Srsf6;Esrp1;Ep300;Rarg;Tnrc6c;Cux1;Sp1;Foxa1;Igf1;Itga3;Tnf;Heg1;Plod3;Hsd11b1;Elk1;Rara;Dicer1;Nphp3;Bag6;Gpsm2;Traf4
protein mannosylation	protein mannosylation;mannosylation	Dpy19l3;Dpy19l1;Dpy19l4;Large1;Tmtc3;Tmtc2
organic hydroxy compound catabolic process	organic hydroxy compound catabolic process;alcohol catabolic process	Cyp4f14;Sult1b1;Cyp7a1;Hsd3b7;Adh5;Tpi1;Akr1c6;Sult2a3;Ldhd;Akr1c20;Fah;Adh1;Sult2a4;Sult2a6;Sult2a5;Sult2a2;Sult2a1
regulation of viral life cycle	regulation of viral life cycle;regulation of viral process	Lamp3;Rsad2;Tsg101;Trim26;Banf1;Trim30c;Rad23a;Vapb;Ltf;Ifitm6;Cd74;Kpna2;Bst2;Ccl5;Bsg;Ddb1;Trim30a;Znfx1;Axl;Oas3;Hmga2;Ifi204;Ly6e;Top2a;Oas1g;Mavs;Ppid;Gm11772;Ifi213;Trim6;Csnk2b;Ifi209;Ifi214;Ifi205;Oas1a;Isg20;Oasl2;Oasl1;Ifi211;Apcs;Ifitm3;Tyro3;Vps37b;Ifitm1;Ifitm2;Trim59;Clec4g;Trim10;Atg5;Dynlt1a;Trim32;Larp7;Pfn1;Mbl2;Stat1
ethanol metabolic process	ethanol metabolic process;ethanol catabolic process	Adh5;Adh6b;Sult2a3;Adh1;Sult2a4;Sult2a6;Sult2a5;Sult2a2;Sult2a1
regulation of type I interferon production	regulation of type I interferon production;type I interferon production	Atg5;Dhx58;Nploc4;Banf1;Tlr2;Rbx1;Rbx1-ps;Syk;Ptpn22;Polr3b;Cd14;Tlr4;Ticam2;Xaf1;Acod1;Pycard;Tomm70a;Rnf26;Tradd;Oas3;Flot1;Klhl22;Polr3c;Plcg2;Ptpn11;Hspd1;Nlrx1;Oas1g;Irf3;Irf5;Mavs;Garin5a;Rnf135;Gbp4;Ddx56;Pqbp1;Tlr8;Oas1a;Arrdc4;Nmi;Irgm1;Zcchc3;Rigi;Traip;Irf8;Igtp;Tyrobp;Irgm2;Stat1;Ppme1
tube formation	tube formation;epithelial tube formation;neural tube formation;embryonic epithelial tube formation;primary neural tube formation;neural tube closure;tube closure;morphogenesis of embryonic epithelium	Sfrp2;Abl2;Tgfb2;Fgfr2;Nfib;Vegfa;Map3k7;Dvl2;Shank3;Eda;Fzd6;Tead2;Sfrp1;Kdm2a;Spint2;Bmp4;Vangl2;Deaf1;Fzd1;Shroom3;Luzp1;Ovol2;Brpf1;Lrp6;Brd2;Sdccag8;Ptch1;Folr1;Scrib;Egf;Rock2;Setd2;Abl1;Ptk7;Dab2ip;Spint1;Hnf1b;Mib1;Sox9;Tgif1;Tsc1;Zeb2;Arid1a;Bcl10;Stk4;Dlc1;Rarg;Stk3;Lama5;Wnt7b;Zfp568;Vegfc;Epb41l5
establishment of tissue polarity	establishment of tissue polarity;establishment of planar polarity	Sfrp2;Erbb4;Alms1;Cplane1;Pkhd1;Dvl2;Fzd6;Exoc5;Sfrp1;Vangl2;Fzd1;Lrp6;Dchs1;Astn2;Ptk7
negative regulation of leukocyte activation	negative regulation of leukocyte activation;negative regulation of lymphocyte activation;negative regulation of cell activation	Samsn1;Cd200;Zc3h12d;H2-D1;Pkn1;Pglyrp1;H2-T23;Shh;Ceacam1;Il4;Ndfip1;Cd86;Jak3;Cd74;Laptm5;Ptpn22;Rassf5;Lilrb4a;Tsc2;Lilrb4b;Ctsg;Nfkbid;Tnfrsf14;Axl;H2-M5;Ildr2;Tspan32;Prkar1a;Cd24a;H2-Q6;Lyn;Fn1;Fgl1;Zfp35;Fgr;Lst1;H2-T22;Vtcn1;Gimap3;Il2ra;Milr1;Slfn1;Pag1;Tnfaip3;Nr1h3;Spn;Lgals9;Lgals3;Hfe;Vsig4;Cd274;Tnfrsf21;Zc3h12a;Tyro3;Foxj1;Ptpn2;Tyrobp;Grn;Fas;Ptpn6;Cd37;Clec4g;Sh2b3;Alox12
